Date,Job Number,Customer,Address,Postcode,Activity,Priority,Source File,Notes
18/03/2025,4116203,Verifone UK LTD,"66-68 LARK LANE LIVERPOOL, 66-68 LARK LANE LIVERPOOL, MERSEYSIDE",L17 8UU,TECH EXCHANGE,,RUN SHEETS - WARRINGTON - TUESDAY 18th MARCH 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
18/03/2022,2606110,Computacenter Limited,"1Balaji Appavu, (008102783, 2 Danett Close, 2 Danett Close",M12 5LU,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson18032022 (1).pdf,Marked as DNCO - no payment on date with other paid jobs
18/03/2022,2606134,Computacenter Limited,"1Melanie Cuppello, (008102783, 5 Whiteley Street, 5 Whiteley Street",M11 4HF,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson18032022 (1).pdf,Marked as DNCO - no payment on date with other paid jobs
18/03/2022,2606516,Computacenter PwC NON TECH EXCHANGE,"1Prateek Adigopula, LLP (0081073, C/O UK IT TECH SUPPORT 1, Hardman Sq uare, C/O UK IT TECH SUPPORT 1, Hardman Sq uare",M3 3EB,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson18032022 (1).pdf,Marked as DNCO - no payment on date with other paid jobs
18/02/2025,4093928,Diebold Nixdorf  UK Limited,"BOOKER CASH & CARRY, BOOKER CASH & CARRY, HORNHOUSE LANE, LIVERPOOL_MAKRO571, KIRKBYMERSEYSIDE",L33 7YQ,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_18022025.pdf,Marked as DNCO - no payment on date with other paid jobs
18/02/2025,4094036,Paypoint Network Limited - UK,"0MANAGER, ###BARGAIN BOOZE, BARGAIN BOOZE, ORRELL PARK, LIVERPOOL",L9 8AQ,TECH EXCHANGE,,Runsheet_Daniel_Hanson_18022025.pdf,Marked as DNCO - no payment on date with other paid jobs
18/02/2025,4094211,Vista Retail Support Limited,"SUPERDRUG STORES PLC, UNIT 3A, WIDNES SHOPPING, PARK, WIDNES",WA8 7TN,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_18022025.pdf,Marked as DNCO - no payment on date with other paid jobs
18/02/2025,4094251,Vista Retail Support Limited,"WHITBREAD, LIVERPOOL, LANCASHIRE, LIVERPOOL",L24 1YQ,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_18022025.pdf,Marked as DNCO - no payment on date with other paid jobs
18/02/2025,4094280,PayPoint Network Ltd_Collections,"KALS NEWS, 105-107 BRECK ROAD, ANFIELD, LIVERPOOL, MERSEYSIDE",L4 2QX,COLLECTION,ND 1700,Runsheet_Daniel_Hanson_18022025.pdf,Marked as DNCO - no payment on date with other paid jobs
18/02/2025,4094290,Fujitsu Services Limited - Star Trains - ME,"Ranelagh Street, LANCASHIRE, Liverpool",L1 1JT,TECH EXCHANGE,4HR,Runsheet_Daniel_Hanson_18022025.pdf,Marked as DNCO - no payment on date with other paid jobs
18/02/2025,4094310,Fujitsu Services Limited - Star Trains,"Ranelagh Street, LANCASHIRE, Liverpool",L1 1JT,TECH EXCHANGE,ND 1900,Runsheet_Daniel_Hanson_18022025.pdf,Marked as DNCO - no payment on date with other paid jobs
18/02/2025,4094362,Computacenter Maintenance Collections,"JOHN LEWIS & PARTNERS, 70 S JOHN ST,, LIVERPOOL ONE, LIVERPOOL",L1 8BJ,COLLECTION,ND 1700,Runsheet_Daniel_Hanson_18022025.pdf,Marked as DNCO - no payment on date with other paid jobs
18/02/2025,4094440,Fujitsu Services Limited - Star Trains - ME,"Ranelagh Street, LANCASHIRE, Liverpool",L1 1JT,TECH EXCHANGE,4HR,Runsheet_Daniel_Hanson_18022025.pdf,Marked as DNCO - no payment on date with other paid jobs
18/02/2023,3141140,Fujitsu Services Limited - Star Trains,"Ranelagh Street, LANCASHIRE, Liverpool",L1 1JT,TECH EXCHANGE,ND 1900,Runsheet_Daniel_Hanson_18022023.pdf,Marked as DNCO - no payment on date with other paid jobs
18/02/2022,2538401,Northampton Technical Support *NO INV*,"UNIT 5, JAMES CORBETT ROAD, SALFORD",M50 1DE,,,Runsheet_DanielHanson18022022.pdf,Marked as DNCO - no payment on date with other paid jobs
18/02/2022,2560952,Lexmark Service Provider,"2 Richard Hodgson, 504 Green Place, Walton Summit Centre, Industrial & Collection, PRESTON",PR5 8AY,REPAIR WITH PARTS,,Runsheet_DanielHanson18022022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/12/2024,4043644,DieboldNixdorf_WIPRO,"LIVERPOOL LIVERPOOL, LIVERPOOL LIVERPOOL, ONE 70 SOUTH JO, JL030 LIVERPOOL, LIVERPOOL, Location: In the locker Issue: PED has blue screen and %27Irruption%27 on it Incident, INC6485684 has been placed into the On Hold, Awaiting Vendor state. Attempting to transfer to Diebold.",L1 8BJ,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - TUESDAY 17th DECEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
17/12/2021,2472455,Wincor Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, 1 CRAVEN DRIVE, SOUTHRINGS, BUS, KITS BAMBER BRIDGE - 01291, PRESTON",PR5 6BZ,TECH EXCHANGE,,Runsheet_17-12_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
17/12/2021,2473195,CDW - DWP,BLACKPOOL,FY4 1QA,COLLECTION,ND 1700,Runsheet_17-12_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
17/12/2021,2473300,Vista Retail Support Limited,"NEXT, UNIT 5B - THE CAPITOL, CENTRE, LONDON WAY, LANCASHIRE, PRESTON",PR5 4AW,TECH EXCHANGE,ND 1700,Runsheet_17-12_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
17/10/2023,3496868,Fujitsu Services Limited - EE - ME,"01244 533 732Chester Broughton Shopping Park, Unit 8A, Broughton Shopping Park,, Flintshire, MERSEYSIDE, Flintshire",CH4 0DE,TECH EXCHANGE,ND 1800,Runsheet_Daniel_Hanson_17102023.pdf,Marked as DNCO - no payment on date with other paid jobs
17/10/2022,2932106,DHL Supply Chain Limited - RBS,"0Joseph Melhuish, 07496 727752The Royal Bank of Scotland Plc, The Royal Bank of Scotland Plc, 1 Hardman Boulevard ,   ,  ,, Spinningfields, Manchester",M3 3AQ,COLLECTION,ND 1400,Runsheet_Daniel_Hanson_17102022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/10/2021,2387247,Wincor Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, BIDSTON LINK ROAD, BIDSTON, MOS, KITS WALLASEY - 01273, WALLASEY",CH44 2HE,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson17102021.pdf,Marked as DNCO - no payment on date with other paid jobs
17/09/2023,3454036,Fujitsu Services Limited - Star Trains,"Greendale Road, MERSEYSIDE, Port Sunlight",CH62 4XB,TECH EXCHANGE,,Runsheet_Daniel_Hanson_17092023.pdf,Marked as DNCO - no payment on date with other paid jobs
17/08/2025,4224037,Computacenter - Kingfisher,"B & Q PLC, BURTON ROAD, KENDAL",LA9 7JU,TECH EXCHANGE,ND 1700,DH_17-08-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
17/08/2024,3894029,Vista Retail Support Limited,"SUPERDRUG STORES PLC, UNIT 8B, ROBIN RETAIL PARK, LOIRE DRIVE, WIGAN",WN5 0UH,TECH EXCHANGE,ND 1700,Runsheet_2_runs_2024_08_17.pdf,Marked as DNCO - no payment on date with other paid jobs
17/08/2024,3894246,CXM,"4GENERAL MANAGER ON-SITE, KINGS PARADE, WALLASEY, Elavon TID: 13985662; Date Time Logged: 20240816121006; Terminal ID: 210108805709;, Profile Number: 13985662, <BR> <a, href=""https://lms.cxmtechservices.net/popups/jobinfo.aspx?jobid=5721463"">Other Info</a>, See Items Overleaf",CH45 2PB,TECH EXCHANGE,ND 1700,Runsheet_2_runs_2024_08_17.pdf,Marked as DNCO - no payment on date with other paid jobs
17/08/2023,3389276,Northampton Technical Support *NO INV*,"UNIT 5, JAMES CORBETT ROAD, SALFORD",M50 1DE,,,Runsheets_Manchester_Thursday 17th August 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
17/08/2022,2836894,National Grid - Allvotec,"HASLINGDEN, ROSSENDALE",BB4 6PY,DELIVERY,ND 1700,Runsheet_DanielHanson17082022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/07/2022,2787480,Fujitsu Services Limited - EE - ME,"01244 533 732Chester Broughton Shopping Park, Unit 8A, Broughton Shopping Park,, Flintshire, MERSEYSIDE, Flintshire",CH4 0DE,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson17072022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/07/2022,2789046,Fujitsu Services Limited - Telefonica TC,CREWE,CW1 2EY,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson17072022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/07/2022,2789051,Verifone UK LTD,"66-68 LARK LANE LIVERPOOL, 66-68 LARK LANE LIVERPOOL, MERSEYSIDE",L17 8UU,TECH EXCHANGE,ND 1800,Runsheet_DanielHanson17072022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/07/2022,2789104,Lexmark Service Provider,"4 4143 Wrexham Duty Manager, 078 297 900Everything Everywhere Limited, 25 Hope Street, WREXHAM",LL11 1BD,REPAIR WITH PARTS,4HR,Runsheet_DanielHanson17072022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/06/2022,2743087,Fujitsu Services Limited - Telefonica TC,"Liverpool, Liverpool",L13 1FA,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson17062022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/06/2022,2743239,Fujitsu Services Limited - KFC - IMAC,"KFC Liverpool, East Prescot Road, Liverpool",L14 2DE,DELIVERY,ND 1900,Runsheet_DanielHanson17062022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/06/2022,2743270,Xerox (UK) Ltd Co Op,"0161 683 4334CO-OPERATIVE FUNERAL, SERVICE, CO-OPERATIVE FUNERAL, SERVICE, LIVERPOOL",L14 9PH,,,Runsheet_DanielHanson17062022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/06/2022,2743327,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, KITS SPEKE - 01297, SPEKE",L24 8QB,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson17062022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/06/2022,2743522,Secure Retail Limited,"WAGAMAMA, LIVERPOOL",L1 8JF,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson17062022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/06/2022,2743562,CDW,"STAGECOACH, GILMOSS DEPOT, EAST LANCASHIRE ROAD, LIVERPOOL",L11 0BB,COLLECTION,ND 1700,Runsheet_DanielHanson17062022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/06/2022,2743777,Verifone UK LTD,,L1 8JF,TECH EXCHANGE,ND 1800,Runsheet_DanielHanson17062022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/06/2022,2743779,Verifone UK LTD,,L1 8JF,TECH EXCHANGE,ND 1800,Runsheet_DanielHanson17062022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/06/2022,2743913,PayPoint Network Ltd_Collections,"LIVERPOOL, MERSEYSIDE",L4 0UQ,COLLECTION,ND 1700,Runsheet_DanielHanson17062022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/06/2022,2744003,DHL Supply Chain Limited - RBS,"0Rebecca Collins // Raz Riaz, 07926 290 189 // 07929 743 263National Westminster Bank Plc, National Westminster Bank Plc, 32 Lower Close , Halewood ,, Liverpool",L26 2XD,COLLECTION,ND 1400,Runsheet_DanielHanson17062022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/06/2022,2744121,Computacenter - British Telecom,"1Jan Parry, (0081049580), 100 Old Hall Street, 100 Old Hall Street",L3 9QJ,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson17062022.pdf,Marked as DNCO - no payment on date with other paid jobs
17/05/2021,2193051,Paypoint Network Limited - UK,"Daniel Hanson, UNIT 5, JAMES CORBETT ROAD, MANCHESTER",M50 1DE,,,Runsheet_DanielHanson17052021.pdf,Marked as DNCO - no payment on date with other paid jobs
17/05/2021,2194216,Fujitsu Services Limited - Wilko (ME),,,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson17052021.pdf,Marked as DNCO - no payment on date with other paid jobs
17/04/2024,3740015,POSTURITE LIMITED,"PRIVATE ADDRESS, BIRKENHEAD",CH42 6PE,INSTALL,ND 1700,Runsheets_Warrington_Wednesday 17th April 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
17/04/2024,3740783,HCL Network Rail Dispatch,"OLD STATION YARD, OFF HIGH STREET, PORTHMADOG",LL49 9HT,INSTALL,ND 1700,Runsheets_Warrington_Wednesday 17th April 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
17/04/2021,2158551,Verifone UK LTD,"01282 440931STONEGATE - WHITE BEAR INN, - 9, GISBURN ROAD, NELSON, NELSON",BB9 6EP,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson17042021.pdf,Marked as DNCO - no payment on date with other paid jobs
17/03/2024,3702728,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, BUXTON, WR748 BUXTON, DERBYSHIRE",SK17 6DF,TECH EXCHANGE,ND 1700,Runsheets_Warrington_Sunday 17th March 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
17/03/2023,3182996,Computacenter Limited - HSBC,WIGAN,WN1 2RD,TECH EXCHANGE,ND 1600,Runsheet_Daniel_Hanson_17032023.pdf,Marked as DNCO - no payment on date with other paid jobs
17/02/2022,2558721,Lantec,"RIVERSIDE RANGES LIMITED, GEFAIL Y BONT, LLANNOR, PWLLHELI",LL53 6DN,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson17022022 (1).pdf,Marked as DNCO - no payment on date with other paid jobs
17/01/2025,4067225,CXM,"TRAFFORD PARK, POP SPECS, KIOSK, MANCHESTER, Maria +447710689744, m-sat 10-9pm (WIFI) m-sat 10-9pm, Elavon TID: 14902239; Date Time Logged: 20250115171005; Terminal ID: 210200380301;, Profile Number: 14902239, <BR> <a, href=""https://lms.cxmtechservices.net/popups/jobinfo.aspx?code=bglkvyjogobo"">Other, Info</a>",M17 8BL,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - FRIDAY 17th JANUARY 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
17/01/2025,4067402,DieboldNixdorf_WIPRO,"CHEADLE WILMSLOW ROAD, CHEADLE WILMSLOW ROAD, JL041 CHEADLE, CHEADLE, Location: 041 - Cheadle, Wilmslow Road Issue: There is paper in the card slot that has been pressed down to the, bottom of the slot, unable to remove it. Means cards inserted do not fit all the way, so cannot make card payments with PED. Incident INC6508637 has been placed into the, On Hold, Awaiting Vendor state. Attempting to transfer to Diebold. DN Engineer to replace Ingenico, L2500 PN 1900001941",SK8 3BZ,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - FRIDAY 17th JANUARY 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
16/12/2024,4041503,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, WR759 NORTHWICH, NORTHWICH",CW9 5HD,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - MONDAY 16th DECEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
16/12/2022,3031052,CXM,"MANCHESTER-ASHTON OLD, ROAD, MANCHESTER",M11 2SL,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_16122022.pdf,Marked as DNCO - no payment on date with other paid jobs
16/12/2022,3040074,HCL Barclays,"AUDENSHAW, MANCHESTER",M34 5ZP,TECH EXCHANGE,ND 1600,Runsheet_Daniel_Hanson_16122022.pdf,Marked as DNCO - no payment on date with other paid jobs
16/12/2022,3040478,Computacenter Limited,"0Ann Lindsay, (008102783, 2 - 6 Clarendon Place,, 2 - 6 Clarendon Place,",SK14 2QZ,TECH EXCHANGE,,Runsheet_Daniel_Hanson_16122022.pdf,Marked as DNCO - no payment on date with other paid jobs
16/12/2021,2470913,CDW - DWP,"THE WILLOWS, MOEL VIEW ROAD, BUCKLEY",CH7 2BT,TECH EXCHANGE,ND 1700,Runsheet_16-12_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
16/11/2023,3537658,Xerox (UK) Technical***DO NOT INVOICE****,"Unit 8 Wrens Nest Mill, Glossop Brook Road, Pets At Home, GLOSSOP",SK13 8GN,CONSUMABLE INSTALL,ND 1700,Runsheets_Manchester_Thursday 16th November 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
16/10/2022,2933462,Verifone UK LTD,"MANCHESTER, GREATER MANCHESTER",M2 5QR,TECH EXCHANGE,ND 1800,Runsheet_Manchester_Sunday 16th October 2022_Daniel_Hanson.pdf,Marked as DNCO - no payment on date with other paid jobs
16/09/2024,3929493,Fujitsu Services Limited - Star Trains - ME,"0161 202 9837Northern Rail - STAR, Urmston Railway Station, Flixton, Road, Urmston, Greater, Manchester, Inner Mancs, Greater Manchester, Urmston",M41 5AW,TECH EXCHANGE,4HR,RUN SHEETS - WARRINGTON - MONDAY 16th SEPTEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
16/08/2021,2306934,Northampton Technical Support *NO INV*,"UNIT 5, JAMES CORBETT ROAD, SALFORD",M50 1DE,,,Runsheet_DanielHanson16082021.pdf,Marked as DNCO - no payment on date with other paid jobs
16/07/2023,3360868,DieboldNixdorf_WIPRO,************************************************************************************* On-site time:,,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_16072023.pdf,Marked as DNCO - no payment on date with other paid jobs
16/07/2021,2269945,Computacenter Limited - DWP,"199 Highfield Road, 199 Highfield Road",FY4 3NS,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson16072021.pdf,Marked as DNCO - no payment on date with other paid jobs
16/06/2025,4180038,Diebold Nixdorf  UK Limited,,,,,DH_16-06-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
16/06/2024,3815827,Verifone UK LTD,"01248 355866STONEGATE - THE CASTLE -, GLANFARON OFF HIGH STREET, GLANFARON OFF HIGH STREET, GWYNEDD",LL57 1LP,TECH EXCHANGE,ND 1800,Runsheet_Daniel_Hanson_16062024.pdf,Marked as DNCO - no payment on date with other paid jobs
16/06/2024,3815846,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, MENAI BRIDGE MONA ROAD, WR318 MENAI BRIDGE, ANGLESEY, Pad Shield  Till Number: 318TP003  Serial Number (S/N): 321-397-724  Fault/Attempted, Triage: The screen on the card reader is completely blank, we can%27t reach the wires to check if there%27s any issues with them so an engineer, would need to bring wires with them to attend on the off chance that the wires are the issue., This till has now been closed off for a week and is having an impact on trade as we are a, busy store without many checkouts, an engineer is required to attend ASAP to handle this issue as well as the other previously, logged issue with this till.  Incident INC6287276 has been placed into the On Hold",LL59 5EA,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_16062024.pdf,Marked as DNCO - no payment on date with other paid jobs
16/06/2024,3815871,Fujitsu Services Limited - Star Trains - P2PE,,,TECH EXCHANGE,,Runsheet_Daniel_Hanson_16062024.pdf,Marked as DNCO - no payment on date with other paid jobs
16/06/2022,2741564,Computacenter Limited - HSBC,PRESTON,PR1 8HA,TECH EXCHANGE,ND 1600,Runsheet_DanielHanson16062022.pdf,Marked as DNCO - no payment on date with other paid jobs
16/06/2022,2741710,Fujitsu Services Limited - Telefonica ME,,,TECH EXCHANGE,8HR,Runsheet_DanielHanson16062022.pdf,Marked as DNCO - no payment on date with other paid jobs
16/06/2022,2741899,Lexmark Service Provider,"HEALTHCARE NH, Rivington Avenue, Platt Bridge, s11 - paed, WIGAN, confirm they can remote onto the device before requesting that the Service-Desk",WN2 5NG,CONSUMABLE INSTALL,,Runsheet_DanielHanson16062022.pdf,Marked as DNCO - no payment on date with other paid jobs
16/06/2022,2741946,Fujitsu GBL - H&M * DO NOT INVOICE*,"H & M, 104-108 FRIARGATE WALK,, THE MALL ST. GEORGE'S, PRESTON",PR1 2NQ,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson16062022.pdf,Marked as DNCO - no payment on date with other paid jobs
16/06/2022,2741973,DHL Supply Chain Limited - RBS,"0Rebecca, 07516 080 930Home Address, Home Address, 44 Weelington Street ,  ,, Preston, Lancashire",PR1 8TP,COLLECTION,ND 1400,Runsheet_DanielHanson16062022.pdf,Marked as DNCO - no payment on date with other paid jobs
16/06/2022,2741981,Fujitsu GBL - H&M * DO NOT INVOICE*,"H & M, 104-108 FRIARGATE WALK,, THE MALL ST. GEORGE'S, PRESTON",PR1 2NQ,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson16062022.pdf,Marked as DNCO - no payment on date with other paid jobs
16/06/2022,2742120,PayPoint Network Ltd_Collections,"1MR. A. MARIYATHAS, WIGAN",WN6 7NT,COLLECTION,ND 1700,Runsheet_DanielHanson16062022.pdf,Marked as DNCO - no payment on date with other paid jobs
16/06/2021,2229892,Specialist Computer Centres plc,"WELL CHORLTON, CHORLTON-CUM-HARDY, MANCHESTER",M21 8HA,INSTALL,ND 1700,Runsheet_DanielHanson16062021 (2).pdf,Marked as DNCO - no payment on date with other paid jobs
16/05/2022,2691075,Lexmark Service Provider,"HEALTHCARE NH, Frog Lane, Boston House Health Centre, WIGAN, House",WN6 7LB,CONSUMABLE INSTALL,,Runsheet_DanielHanson16052022.pdf,Marked as DNCO - no payment on date with other paid jobs
16/04/2025,4138466,DieboldNixdorf_WIPRO,"JOHN LEWIS, JOHN LEWIS, CHEADLE WILMSLOW ROAD, JL041 CHEADLE, CHEADLE",SK8 3BZ,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - WEDNESDAY 16th APRIL 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
16/04/2024,3739331,Fujitsu Services Limited - Star Trains - P2PE,,,TECH EXCHANGE,ND 1900,Runsheets_Warrington_Tuesday 16th April 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
16/04/2023,3227358,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, 1 CRAVEN DRIVE, SOUTHRINGS, BUS, KITS BAMBER BRIDGE - 01291, PRESTON",PR5 6BZ,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_16042023.pdf,Marked as DNCO - no payment on date with other paid jobs
16/04/2022,2650120,Fujitsu Services Limited - Star Trains - ME,"Conway Road, GWYNEDD, LLANDUDNO",LL31 9NB,TECH EXCHANGE,4HR,Runsheet_Manchester_ Saturday 16th April 2022 -_Daniel Hanson.pdf,Marked as DNCO - no payment on date with other paid jobs
16/04/2021,2158514,Lexmark Service Provider,TESCO Stores Limited SK9 3PA,,REPAIR WITH PARTS,,RECONSTRUCTED_FROM_PAYSLIP,Auto-added from payslip - no original runsheet found | Marked as DNCO - no payment on date with other paid jobs
16/03/2024,3701898,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, CAERNARFON ROAD, KITS BANGOR - 01112, BANGOR",LL57 4SU,TECH EXCHANGE,ND 1700,Runsheets_Warrington_Saturday 16th March 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
16/03/2024,3701902,Vista Retail Support Limited,"NEXT, UNIT 5 PRESTATYN SHOPPING, PARK,NANTHALL ROAD, PRESTATYN, FLINTSHIRE, PRESTATYN",LL19 9BJ,TECH EXCHANGE,ND 1700,Runsheets_Warrington_Saturday 16th March 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
16/03/2022,2602453,Computacenter Network Rail,"1Stewart Kent, INFRASTRUCTURE LTD (00, 4 Travis Street, 4 Travis Street, 20M4) Tablet (Lenovo) - Type 20M3 Serial No: YD07XY3R  ManchesNo Instructions",M1 2NY,TECH EXCHANGE,ND 1700,Runsheet_12_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
16/03/2022,2602814,Vista Retail Support Limited,"NEXT, UNIT 2 - CENTRE RETAIL PARK, ,BROADWAY, OLDHAM, LANCASHIRE, OLDHAM",OL2 5HX,TECH EXCHANGE,ND 1700,Runsheet_12_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
16/01/2023,3086502,DieboldNixdorf_WIPRO,"-WIPRO LIMITED, WIPRO LIMITED, WAITROSE CHESTER, CHESHIRE",CH3 5AF,TECH EXCHANGE,,Runsheet_15_runs_2023_01_16.pdf,Marked as DNCO - no payment on date with other paid jobs
15/12/2024,4042187,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, WR759 NORTHWICH, NORTHWICH",CW9 5HD,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_15122024.pdf,Marked as DNCO - no payment on date with other paid jobs
15/12/2022,3037698,Fujitsu Services Limited - Star Trains - ME,"(Crewe), Nantwich Road, Cheshire, Cheshire, Crewe",CW2 6HR,,,Runsheet_Daniel_Hanson_15122022.pdf,Marked as DNCO - no payment on date with other paid jobs
15/11/2024,4008617,Computacenter Limited,"(008102783, 7 Spathfield Court, 7 Spathfield Court",SK4 2RP,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - FRIDAY 15th NOVEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
15/11/2023,3537658,Xerox (UK) Technical***DO NOT INVOICE****,"Unit 8 Wrens Nest Mill, Glossop Brook Road, Pets At Home, GLOSSOP",SK13 8GN,CONSUMABLE INSTALL,ND 1700,Runsheets_Manchester_Wednesday 15th November 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
15/11/2022,2984421,Diebold Nixdorf  UK Limited,"BOOKER CASH & CARRY, BOOKER CASH & CARRY, KINGS VALLEY TRAD EST YEW, STRE, STOCKPORT,, MANCHESTER_BCC276, STOCKPORT, MANCHESTER",SK4 2JZ,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_15112022.pdf,Marked as DNCO - no payment on date with other paid jobs
15/10/2025,4264834,Fujitsu Services Limited - Star Trains - ME,"01257 464058Northern Rail - STAR, Parbold Railway Station, Station, Road, Parbold, Wigan, Mersey, Lancashire, Parbold",WN8 7NU,TECH EXCHANGE,4HR,Runsheet_10_runs_2025_10_15.pdf,Marked as DNCO - no payment on date with other paid jobs
15/09/2025,4241639,Computacenter Limited,"Liverpool 26 Broadway, 26 Broadway, Norris Green, LIVERPOOL, England",L11 1BZ,TECH EXCHANGE,,DH_15-09-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
15/09/2025,4242634,Fujitsu Services Limited - Star Trains,"Ranelagh Street, LANCASHIRE, Liverpool",L1 1JT,TECH EXCHANGE,ND 1900,DH_15-09-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
15/09/2025,4242635,Fujitsu Services Limited - Star Trains,"Ranelagh Street, LANCASHIRE, Liverpool",L1 1JT,TECH EXCHANGE,ND 1900,DH_15-09-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
15/09/2025,4242636,Fujitsu Services Limited - Star Trains,"Ranelagh Street, LANCASHIRE, Liverpool",L1 1JT,TECH EXCHANGE,ND 1900,DH_15-09-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
15/09/2024,3930947,Fujitsu Services Limited - Star Trains - ME,,,,,Runsheet_Daniel_Hanson_15092024.pdf,Marked as DNCO - no payment on date with other paid jobs
