Job Number,Client,Location,Postcode,Job Type,Date,Time,Amount,Rate,Units,Agency,Week Number,Tax Year,Pay Date
3392019,Paypoint Network Limited - UK,MORRISONS DAILY,CH1 3DX,TECH EXCHANGE,05/08/23,10:23,58.26,58.26,1.0,Rico,20,2023,
3390792,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,L2 7PQ,TECH EXCHANGE,04/08/23,12:18,75.34,75.34,1.0,Rico,20,2023,
3390716,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,L2 7PQ,MANPOWER,04/08/23,11:27,35.0,35.0,1.0,Rico,20,2023,
3387707,Fujitsu Services Limited - EE,EE - MANCHESTER - MARKET STREET,M1 1PB,TECH EXCHANGE,02/08/23,14:01,50.0,50.0,1.0,Rico,20,2023,
3387460,Paypoint Network Limited - UK,MORRISONS DAILY,M34 7PW,TECH EXCHANGE,02/08/23,11:10,24.0,24.0,1.0,Rico,20,2023,
3384493,Paypoint Network Limited - UK,MORRISONS DAILY,CH42 2DA,TECH EXCHANGE,31/07/23,16:30,25.0,25.0,1.0,Rico,20,2023,
3384293,Computacenter Limited - HSBC,COMPUTACENTER HSBC,L2 6PG,TECH EXCHANGE,31/07/23,15:28,15.0,15.0,1.0,Rico,20,2023,
3384208,CXM,DODGSHONS BAKERY,CH45 5AD,INSTALL,01/08/23,09:00,13.0,13.0,1.0,Rico,20,2023,
3384170,Computacenter Limited - HSBC,COMPUTACENTER HSBC,L2 6PG,TECH EXCHANGE,31/07/23,13:55,15.0,15.0,1.0,Rico,20,2023,
3384168,Xerox (UK) Technical***DO NOT INVOICE****,LIVERPOOL WOMEN......S NHS FOUNDATION TR,L8 7SS,REPAIR WITH PARTS,,,30.0,30.0,1.0,Rico,20,2023,
3384093,Xerox (UK) Technical***DO NOT INVOICE****,ASDA STORES LIMITED,CH49 5PD,REPAIR WITH PARTS,01/08/23,09:00,30.0,30.0,1.0,Rico,20,2023,
3384063,Verifone UK LTD,TGI 697 LIVERPOOL ONE,L1 8JF,TECH EXCHANGE,31/07/23,12:38,14.0,14.0,1.0,Rico,20,2023,
3383915,Xerox (UK) Technical***DO NOT INVOICE****,TESCO Stores Limited,CW9 5LY,REPAIR WITH PARTS,01/08/23,09:00,40.0,40.0,1.0,Rico,20,2023,
3383803,Computacenter Limited,LLOYDS BANKING GROUP PLC (008102783,CH42 1PG,NON TECH EXCHANGE,01/08/23,09:00,10.0,10.0,1.0,Rico,20,2023,
3382053,Xerox (UK) Technical***DO NOT INVOICE****,TESCO Stores Limited,WA2 7NE,REPAIR WITH PARTS,30/07/23,10:00,50.0,50.0,1.0,Rico,20,2023,
3382051,Fujitsu Services Limited - Wilko,WILKO Store No 463,SK1 2HH,NON TECH EXCHANGE,30/07/23,11:00,20.0,20.0,1.0,Rico,20,2023,
3382040,CXM,THE OLD BANK,L22 5PE,TECH EXCHANGE,29/07/23,16:20,13.0,13.0,1.0,Rico,20,2023,
3381981,Verifone UK LTD,STONEGATE - GRAPES HOTEL FORMB,L37 7DL,TECH EXCHANGE,29/07/23,13:40,15.0,15.0,1.0,Rico,20,2023,
3381978,Verifone UK LTD,STONEGATE - GRAPES HOTEL FORMB,L37 7DL,TECH EXCHANGE,29/07/23,13:40,20.0,20.0,1.0,Rico,20,2023,
3381894,Fujitsu Services Limited - Star Trains - P2PE,MERSEYRAIL,L1 1JT,TECH EXCHANGE,30/07/23,07:00,25.0,25.0,1.0,Rico,20,2023,
3381190,Fujitsu Services Limited - Telefonica TC,O2 ELLESMERE PORT - COLISEUM 0657,CH65 9HD,NON TECH EXCHANGE,,,20.0,20.0,1.0,Rico,20,2023,
3378735,Paypoint Network Limited - UK,SPAR STORES,M6 6BA,TECH EXCHANGE,27/07/23,10:00,25.0,25.0,1.0,Rico,19,2023,
3375262,Xerox (UK) Technical***DO NOT INVOICE****,Liverpool University Hospitals NHS,L9 7AL,REPAIR WITH PARTS,,,30.0,30.0,1.0,Rico,19,2023,
3371676,Fujitsu Services Limited - Wilko,WILKO Store No 419,PR1 6QY,NON TECH EXCHANGE,22/07/23,15:38,20.0,20.0,1.0,Rico,19,2023,
3371673,Xerox (UK) Technical***DO NOT INVOICE****,Boots UK Limited,PR7 1DE,REPAIR WITH PARTS,23/07/23,09:00,45.0,45.0,1.0,Rico,19,2023,
3371654,Verifone UK LTD,STONEGATE - YATES LIVERPOOL (Q,L1 1RH,TECH EXCHANGE,22/07/23,13:36,35.0,35.0,1.0,Rico,19,2023,
3368761,DHL Supply Chain Limited - RBS,HOME ADDRESS,M40 8JX,COLLECTION,21/07/23,09:00,45.96,45.96,1.0,Rico,18,2023,
3364604,Xerox (UK) Technical***DO NOT INVOICE****,Everything Everywhere Limited,SK1 1PL,REPAIR WITH PARTS,18/07/23,12:35,40.0,40.0,1.0,Rico,18,2023,
3364310,Computacenter PwC NON TECH EXCHANGE,PRICEWATERHOUSE COOPER LLP (0081073,M3 3EB,NON TECH EXCHANGE,,,20.0,20.0,1.0,Rico,18,2023,
3362693,Paypoint Network Limited - UK,SAMS NEWSAGENTS,L7 2RF,TECH EXCHANGE,17/07/23,11:40,36.84,36.84,1.0,Rico,18,2023,
3361555,Fujitsu Services Limited - Star Trains,MERSEYRAIL,CH62 4XB,TECH EXCHANGE,16/07/23,17:21,15.0,15.0,1.0,Rico,18,2023,
3361537,DieboldNixdorf_WIPRO,LIVERPOOL LIVERPOOL ONE,L1 8BJ,INSTALL P2PE,16/07/23,15:53,15.0,15.0,1.0,Rico,18,2023,
3361446,Verifone UK LTD,STONEGATE - WILLIAM GLADSTONE,L2 9RL,TECH EXCHANGE,16/07/23,11:01,14.0,14.0,1.0,Rico,18,2023,
3360877,Fujitsu Services Limited - Wilko,WILKO Store No 227,L25 2RG,TECH EXCHANGE,17/07/23,08:30,15.0,15.0,1.0,Rico,18,2023,
3360850,Pret Tech Mahindra (UK) BAU,LIVERPOOL OLD HALL STREET,L3 9HF,TECH EXCHANGE,17/07/23,09:00,15.0,15.0,1.0,Rico,18,2023,
3359613,Hemmersbach UK Ltd - PM Kit,ST HELENS COUNCIL ATLAS HOUS,WA9 1LD,MAINT KIT INSTALL,14/07/23,13:27,15.0,15.0,1.0,Rico,18,2023,
3359441,Computacenter - British Telecom,BRITISH TELECOM PLC_ (0081049580),L3 9QJ,NON TECH EXCHANGE,17/07/23,09:00,10.0,10.0,1.0,Rico,18,2023,
3359380,Smart Capital Technology Ltd,ASDA STORES LTD,WA8 6AH,TECH EXCHANGE,14/07/23,11:22,12.0,12.0,1.0,Rico,18,2023,
3359335,Computacenter Limited - HSBC,COMPUTACENTER HSBC,CH42 5PJ,COLLECTION,14/07/23,10:47,9.0,9.0,1.0,Rico,18,2023,
3356218,Xerox (UK) Technical***DO NOT INVOICE****,Dr Frank Beesley,CH49 8AD,REPAIR WITH PARTS,17/07/23,09:00,30.0,30.0,1.0,Rico,18,2023,
3359472,Fujitsu Services Limited - Star Trains - ME,FIRST TRANSPENNINE (MANCHESTER PICADILLY) MT,M60 7RA,MANPOWER,,,50.0,50.0,1.0,Rico,17,2023,
3357694,Paypoint Network Limited - UK,WHITEFIELD CONVENIENCE STORE,M45 6AD,TECH EXCHANGE,13/07/23,11:47,25.0,25.0,1.0,Rico,17,2023,
3349201,Paypoint Network Limited - UK,BEST ONE,L13 3DB,TECH EXCHANGE,07/07/23,12:57,25.0,25.0,1.0,Rico,16,2023,
3343832,Xerox (UK) Technical***DO NOT INVOICE****,TESCO Stores Limited,M6 5JG,REPAIR WITH PARTS,04/07/23,12:05,50.0,50.0,1.0,Rico,16,2023,
3341832,Fujitsu Services Limited - Star Trains - ME,Northern Rail MT (Manchester),M60 7RA,MANPOWER,03/07/23,10:30,30.0,30.0,1.0,Rico,16,2023,
3337372,Fujitsu Services Limited - Banks,RBSG,M50 1YX,TECH EXCHANGE,29/06/23,09:30,15.0,15.0,1.0,Rico,16,2023,
3340113,Paypoint Network Limited - UK,GO LOCAL,L25 9PU,TECH EXCHANGE,01/07/23,11:19,35.0,35.0,1.0,Rico,15,2023,
3335129,Xerox (UK) Technical***DO NOT INVOICE****,Boots UK Limited,CH48 4HL,REPAIR WITH PARTS,28/06/23,10:00,40.0,40.0,1.0,Rico,15,2023,
3333683,Fujitsu Services Limited - EE - P2PE,ORANGE (MANCHESTER),M1 1WR,MANPOWER,27/06/23,09:00,25.0,25.0,1.0,Rico,15,2023,
3331334,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,L1 1JT,TECH EXCHANGE,26/06/23,10:46,40.0,40.0,1.0,Rico,15,2023,
3329468,Fujitsu Services Limited - Star Trains - ME,Northern Rail MT (Manchester),M60 7RA,TECH EXCHANGE - 2HR,24/06/23,09:00,50.0,50.0,1.0,Rico,14,2023,
3328564,Fujitsu Services Limited - Star Trains - ME,Northern Rail MT (Manchester),M60 7RA,TECH EXCHANGE,23/06/23,15:29,75.0,75.0,1.0,Rico,14,2023,
3324957,Fujitsu Services Limited - Star Trains - ME,TRANSPORT FOR WALES,CH1 3NS,TECH EXCHANGE,21/06/23,14:58,100.0,100.0,1.0,Rico,14,2023,
3321189,Xerox (UK) Technical***DO NOT INVOICE****,NORTH TEES AND HARTLEPOOL NHS FOUND,TS24 9AH,CONSUMABLE INSTALL,,,31.25,31.25,1.0,Rico,14,2023,
3317774,Paypoint Network Limited - UK,CO-OP - GREAT MOOR,SK2 7NL,TECH EXCHANGE,16/06/23,12:10,28.0,28.0,1.0,Rico,13,2023,
3316201,Paypoint Network Limited - UK,BURY TIMES,BL9 0JP,TECH EXCHANGE,15/06/23,14:03,25.0,25.0,1.0,Rico,13,2023,
3315949,Paypoint Network Limited - UK,BURY TIMES,BL9 0JP,TECH EXCHANGE,15/06/23,11:49,25.0,25.0,1.0,Rico,13,2023,
3315792,Computacenter Limited - HSBC,COMPUTACENTER HSBC,OL1 1RT,TECH EXCHANGE,15/06/23,09:00,25.0,25.0,1.0,Rico,13,2023,
3308854,Paypoint Network Limited - UK,ALI HASSAN SUPERMARKET,CH65 9EW,TECH EXCHANGE,10/06/23,16:01,29.0,29.0,1.0,Rico,13,2023,
3308832,Fujitsu Services Limited - Star Trains - P2PE,TRANSPORT FOR WALES,CH1 3NS,TECH EXCHANGE,10/06/23,13:26,28.0,28.0,1.0,Rico,13,2023,
3308806,Xerox (UK) Technical***DO NOT INVOICE****,Wm Morrison Supermarkets plc,L39 3RB,REPAIR WITH PARTS,,,43.0,43.0,1.0,Rico,13,2023,
3308794,Verifone UK LTD,STONEGATE - BE AT ONE MANCHEST,M3 2ER,TECH EXCHANGE,10/06/23,10:51,18.0,18.0,1.0,Rico,13,2023,
3308787,Verifone UK LTD,STONEGATE - BE AT ONE MANCHEST,M3 2ER,TECH EXCHANGE,10/06/23,10:48,18.0,18.0,1.0,Rico,13,2023,
3306049,Paypoint Network Limited - UK,HATHERSHAW MINIMARKET LIMITED,OL8 3HW,TECH EXCHANGE,08/06/23,14:13,25.0,25.0,1.0,Rico,12,2023,
3305769,Xerox (UK) Technical***DO NOT INVOICE****,AB INBEV UK Ltd,PR5 0XD,REPAIR WITH PARTS,08/06/23,09:00,32.2,32.2,1.0,Rico,12,2023,
3304614,Vista Retail Support Limited,NEXT,PR5 4AW,TECH EXCHANGE,07/06/23,17:16,15.0,15.0,1.0,Rico,12,2023,
3304362,Xerox (UK) Technical***DO NOT INVOICE****,AB INBEV UK Ltd,PR5 0XD,REPAIR WITH PARTS,08/06/23,09:00,30.0,30.0,1.0,Rico,12,2023,
3304334,Renovotec Limited,SKELMERSDALE,WN8 8DZ,NON TECH EXCHANGE,07/06/23,14:46,8.0,8.0,1.0,Rico,12,2023,
3304324,Renovotec Limited,SKELMERSDALE,WN8 8DZ,NON TECH EXCHANGE,07/06/23,14:39,9.0,9.0,1.0,Rico,12,2023,
3304270,Computacenter Limited - HSBC,COMPUTACENTER HSBC,PR1 8BH,TECH EXCHANGE,07/06/23,13:44,15.0,15.0,1.0,Rico,12,2023,
3304118,Computacenter Limited,LLOYDS BANKING GROUP PLC (008102783,PR9 0UX,TECH EXCHANGE,08/06/23,09:00,14.0,14.0,1.0,Rico,12,2023,
3303944,Computacenter Limited,LLOYDS BANKING GROUP PLC (008102783,PR2 2DY,NON TECH EXCHANGE,08/06/23,09:00,10.0,10.0,1.0,Rico,12,2023,
3303914,Xerox (UK) Technical***DO NOT INVOICE****,TESCO Stores Limited,PR8 5JH,CONSUMABLE INSTALL,08/06/23,09:00,20.0,20.0,1.0,Rico,12,2023,
3303860,Xerox (UK) Technical***DO NOT INVOICE****,CURRYS GROUP LIMITED,PR5 4AW,CONSUMABLE INSTALL,08/06/23,09:00,20.0,20.0,1.0,Rico,12,2023,
3302244,Paypoint Network Limited - UK,SELECT & SAVE,M40 8RE,TECH EXCHANGE,06/06/23,11:55,28.0,28.0,1.0,Rico,12,2023,
3299096,Paypoint Network Limited - UK,K&K CONVENIENCE,M8 0SQ,TECH EXCHANGE,04/06/23,10:44,50.0,50.0,1.0,Rico,12,2023,
3285771,Fujitsu Services Limited - Star Trains - P2PE,FIRST TRANSPENNINE (MANCHESTER PICADILLY) MT,M60 7RA,TECH EXCHANGE,,,36.0,36.0,1.0,Rico,10,2023,
3282398,Paypoint Network Limited - UK,POLMART,M30 0WA,TECH EXCHANGE,23/05/23,12:51,25.0,25.0,1.0,Rico,10,2023,
3280497,Paypoint Network Limited - UK,LIFESTYLE GENERAL STORE,L20 4NH,TECH EXCHANGE,22/05/23,12:32,25.0,25.0,1.0,Rico,10,2023,
3277576,DHL Supply Chain Limited - RBS,HOME ADDRESS,M4 6BA,COLLECTION,22/05/23,09:00,18.52,18.52,1.0,Rico,10,2023,
3273590,Paypoint Network Limited - UK,ADSWOOD NEWS,SK3 8PL,TECH EXCHANGE,17/05/23,08:46,24.0,24.0,1.0,Rico,9,2023,
3269951,Paypoint Network Limited - UK,ASDA STORES LTD,M7 4UF,TECH EXCHANGE,15/05/23,12:40,25.0,25.0,1.0,Rico,9,2023,
3267860,Verifone UK LTD,STONEGATE - 7024987 - OXNOBLE,M3 4NQ,TECH EXCHANGE,13/05/23,15:49,23.86,23.86,1.0,Rico,9,2023,
3266675,Paypoint Network Limited - UK,HATHERSHAW MINI MARKET,OL8 3HW,TECH EXCHANGE,12/05/23,14:23,30.0,30.0,1.0,Rico,8,2023,
3266335,Xerox (UK) Technical***DO NOT INVOICE****,Boots UK Limited,SK4 4NZ,REPAIR,12/05/23,11:35,40.0,40.0,1.0,Rico,8,2023,
3262660,Fujitsu Services Limited - Telefonica TC,O2 MANCHESTER - MARKET STREET 0323,M1 1WR,TECH EXCHANGE,10/05/23,12:20,30.0,30.0,1.0,Rico,8,2023,
3262399,Paypoint Network Limited - UK,NEHA STORES,CH44 1DW,TECH EXCHANGE,10/05/23,08:32,40.0,40.0,1.0,Rico,8,2023,
3260640,Fujitsu Services Limited - Telefonica TC,O2 Bolton - Market Street 0070,BL1 1BQ,TECH EXCHANGE,10/05/23,08:00,30.0,30.0,1.0,Rico,8,2023,
3256131,Fujitsu Services Limited - EE - ME,ORANGE (MANCHESTER),M1 1WR,TECH EXCHANGE,05/05/23,08:00,30.0,30.0,1.0,Rico,7,2023,
3245843,Computacenter Limited - HSBC,COMPUTACENTER HSBC,CH4 8AB,NON TECH EXCHANGE,28/04/23,09:00,10.0,10.0,1.0,Rico,6,2023,
3245695,Computacenter â€“ Morrisons - BAU,DISTRIBUTION CENTRE,CW9 7WA,DELIVERY,27/04/23,15:48,10.0,10.0,1.0,Rico,6,2023,
3245621,HCL Barclays,BARCLAYS BANK PLC,WA16 9EU,IMAC DELIVERY,27/04/23,15:10,12.0,12.0,1.0,Rico,6,2023,
3245267,HCL Barclays,28 HASSALL ROAD,CW11 4HQ,COLLECTION,27/04/23,11:38,10.0,10.0,1.0,Rico,6,2023,
3245261,Fujitsu Services Limited - Telefonica ME,O2 MANCHESTER - MARKET STREET 0323,M1 1WR,TECH EXCHANGE,27/04/23,11:30,50.0,50.0,1.0,Rico,6,2023,
3245131,Xerox (UK) Technical,TESCO Stores Limited,CW12 1LJ,REPAIR WITH PARTS,28/04/23,09:00,30.0,30.0,1.0,Rico,6,2023,
3245125,Xerox (UK) Technical,ASDA STORES LIMITED,CW7 1BD,CONSUMABLE INSTALL,28/04/23,09:00,20.0,20.0,1.0,Rico,6,2023,
3245098,DieboldNixdorf_WIPRO,WIPRO LIMITED,CW9 5HD,TECH EXCHANGE,28/04/23,08:00,15.0,15.0,1.0,Rico,6,2023,
3236381,Paypoint Network Limited - UK,BEST ONE MART,M3 6AF,TECH EXCHANGE,21/04/23,07:46,35.0,35.0,1.0,Rico,5,2023,
3235195,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,M3 1NZ,TECH EXCHANGE,20/04/23,15:04,70.0,70.0,1.0,Rico,5,2023,
3230838,Paypoint Network Limited - UK,SINGH'S NEWS,L30 0PU,TECH EXCHANGE,18/04/23,08:00,25.0,25.0,1.0,Rico,5,2023,
3228124,Paypoint Network Limited - UK,SUPERVALUE CONVENIENCE STORE,BB11 3NB,TECH EXCHANGE,16/04/23,10:56,35.32,35.32,1.0,Rico,5,2023,
3226445,Vista Retail Support Limited,NEXT,M17 8AJ,TECH EXCHANGE,14/04/23,16:23,20.0,20.0,1.0,Rico,4,2023,
3213141,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,CH62 2AD,TECH EXCHANGE,05/04/23,10:23,50.0,50.0,1.0,Rico,3,2023,
3208980,Fujitsu Services Ltd - Starbucks (ME),"STARBUCKS Store 12607, CO",M3 3HN,MANPOWER,03/04/23,06:30,30.0,30.0,1.0,Rico,3,2023,
3202499,Paypoint Network Limited - UK,CALIFORNIA WINES,L14 4AE,TECH EXCHANGE,29/03/23,09:35,35.0,35.0,1.0,Rico,2,2023,
3197660,Paypoint Network Limited - UK,ONE STOP,L5 4LA,TECH EXCHANGE,26/03/23,10:58,40.0,40.0,1.0,Rico,2,2023,
3196968,Xerox (UK) Technical,Boots UK Limited,BB4 6QS,REPAIR WITH PARTS,25/03/23,09:55,75.0,75.0,1.0,Rico,1,2023,
3195541,Fujitsu Services Ltd - Starbucks (ME),"STARBUCKS Store 12607, CO",M3 3HN,MANPOWER,24/03/23,10:03,58.32,58.32,1.0,Rico,1,2023,
3189833,Paypoint Network Limited - UK,SPAR,LL74 8TF,TECH EXCHANGE,21/03/23,09:41,35.0,35.0,1.0,Rico,1,2023,
3186136,Paypoint Network Limited - UK,HYDE CONVENIENCE STORE,SK14 4SS,TECH EXCHANGE,18/03/23,10:11,30.0,30.0,1.0,Rico,52,2022,
3181093,Paypoint Network Limited - UK,SPAR STORES,WA7 2NZ,TECH EXCHANGE,15/03/23,09:08,40.0,40.0,1.0,Rico,52,2022,
3177492,Paypoint Network Limited - UK,MCCOLLS,FY4 1QH,TECH EXCHANGE,13/03/23,11:16,38.3,38.3,1.0,Rico,52,2022,
3175604,Fujitsu Services Limited - Wilko,WILKO Store No 463,SK1 2HH,TECH EXCHANGE,11/03/23,11:00,32.5,32.5,1.0,Rico,52,2022,
3170373,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,L39 6RG,TECH EXCHANGE,08/03/23,10:36,46.06,46.06,1.0,Rico,51,2022,
3165370,Fujitsu Services Ltd - Starbucks (ME),"STARBUCKS Store 12607, CO",M3 3HN,MANPOWER,05/03/23,10:15,41.6,41.6,1.0,Rico,51,2022,
3163675,Verifone UK LTD,STONEGATE - TURING TAP - 51113,M13 9WG,TECH EXCHANGE,03/03/23,16:01,20.0,20.0,1.0,Rico,50,2022,
3163468,Vista Retail Support Limited,MCDONALDS - CAPGEMINI,M28 3ZH,NON TECH EXCHANGE,03/03/23,13:14,20.0,20.0,1.0,Rico,50,2022,
3163301,Fujitsu GBL - H&M * DO NOT INVOICE*,H&M SHIFTSTORE H&M,M17 8BB,TECH EXCHANGE,03/03/23,11:42,20.0,20.0,1.0,Rico,50,2022,
3161737,Paypoint Network Limited - UK,WESTMINSTER NEWS,L4 4LR,TECH EXCHANGE,02/03/23,12:51,35.0,35.0,1.0,Rico,50,2022,
3159692,Fujitsu Services Limited - Telefonica TC,O2 MANCHESTER - MARKET STREET 0323,M1 1WR,TECH EXCHANGE,01/03/23,10:47,25.0,25.0,1.0,Rico,50,2022,
3159573,Engineer Adjustments,Manchester depot m50 1de,,ENGINEER ADJUSTMENT,01/03/23,09:00,50.0,50.0,1.0,Rico,50,2022,
3146931,Paypoint Network Limited - UK,SPAR STORES,CH3 5LB,TECH EXCHANGE,21/02/23,13:10,38.0,38.0,1.0,Rico,49,2022,
3142646,Paypoint Network Limited - UK,CO-OPERATIVE RETAIL SERVICES LTD,WA11 9HB,TECH EXCHANGE,18/02/23,09:43,25.0,25.0,1.0,Rico,48,2022,
3133571,Fujitsu Services Limited - Star Trains - ME,Northern Rail MT (Manchester),M60 7RA,TECH EXCHANGE_R,,,17.0,17.0,1.0,Rico,48,2022,
3120199,Paypoint Network Limited - UK,TOM SONS NEWSAGENTS,BB1 2HN,TECH EXCHANGE,04/02/23,13:04,55.0,55.0,1.0,Rico,46,2022,
3111369,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,L20 7AD,TECH EXCHANGE,30/01/23,16:03,110.0,110.0,1.0,Rico,46,2022,
3110609,Fujitsu Services Limited - Star Trains,MERSEYRAIL,L9 5BE,TECH EXCHANGE,30/01/23,10:22,15.0,15.0,1.0,Rico,46,2022,
3110594,Fujitsu Services Limited - Star Trains,MERSEYRAIL,L9 5BE,TECH EXCHANGE,30/01/23,09:00,15.0,15.0,1.0,Rico,46,2022,
3107132,Lexmark Service Provider,ASDA STORES LIMITED,OL6 7PF,REPAIR WITH PARTS,27/01/23,09:00,30.0,30.0,1.0,Rico,45,2022,
3105673,Paypoint Network Limited - UK,A & D NEWS,WA8 7DU,TECH EXCHANGE,26/01/23,13:37,65.3,65.3,1.0,Rico,45,2022,
3105441,Verifone UK LTD,"STONEGATE - THE BREWERS, MANCH",M1 3HE,TECH EXCHANGE,26/01/23,11:42,12.0,12.0,1.0,Rico,45,2022,
3105433,Verifone UK LTD,"STONEGATE - THE BREWERS, MANCH",M1 3HE,TECH EXCHANGE,26/01/23,11:42,11.0,11.0,1.0,Rico,45,2022,
3105431,Verifone UK LTD,"STONEGATE - THE BREWERS, MANCH",M1 3HE,TECH EXCHANGE,26/01/23,11:42,10.5,10.5,1.0,Rico,45,2022,
3105427,Verifone UK LTD,"STONEGATE - THE BREWERS, MANCH",M1 3HE,TECH EXCHANGE,26/01/23,11:42,10.5,10.5,1.0,Rico,45,2022,
3101658,Paypoint Network Limited - UK,CO-OP - LIVERPOOL MYRTLE ST,L7 7DP,TECH EXCHANGE,24/01/23,12:37,20.0,20.0,1.0,Rico,45,2022,
3100011,Paypoint Network Limited - UK,WIGAN LEO'S LIMITED,WN2 5RJ,TECH EXCHANGE,23/01/23,15:24,40.0,40.0,1.0,Rico,45,2022,
3099891,Paypoint Network Limited - UK,HALTON LODGE TOP SHOP,WA7 5YS,TECH EXCHANGE,23/01/23,14:11,55.0,55.0,1.0,Rico,45,2022,
3099696,Paypoint Network Limited - UK,HALTON LODGE TOP SHOP,WA7 5YS,TECH EXCHANGE,23/01/23,12:54,25.0,25.0,1.0,Rico,45,2022,
3099220,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,L18 7HF,TECH EXCHANGE,23/01/23,08:42,50.0,50.0,1.0,Rico,45,2022,
3090489,Lexmark Service Provider,Boots UK Limited,BL3 6DH,REPAIR WITH PARTS,18/01/23,07:00,45.0,45.0,1.0,Rico,44,2022,
3090274,Vista Retail Support Limited,MCDONALDS - CAPGEMINI,LA14 2NA,NON TECH EXCHANGE,17/01/23,13:34,25.0,25.0,1.0,Rico,44,2022,
3090195,Lexmark Service Provider,TESCO Stores Limited,LA14 2NE,CONSUMABLE INSTALL,18/01/23,09:00,36.5,36.5,1.0,Rico,44,2022,
3090069,Vista Retail Support Limited,GAME STORES,LA3 3FE,TECH EXCHANGE,17/01/23,12:14,25.0,25.0,1.0,Rico,44,2022,
3084143,Lexmark Service Provider,TESCO Stores Limited,L13 2BY,REPAIR WITH PARTS,13/01/23,09:00,40.0,40.0,1.0,Rico,43,2022,
3079689,Paypoint Network Limited - UK,GO LOCAL CONVENIENCE STORE,CH66 1JN,TECH EXCHANGE,11/01/23,08:34,40.0,40.0,1.0,Rico,43,2022,
3075987,Paypoint Network Limited - UK,LIFESTYLE EXPRESS,M12 5RS,TECH EXCHANGE,09/01/23,12:58,30.0,30.0,1.0,Rico,43,2022,
3075940,Lexmark Service Provider,Boots UK Limited,BL3 5QU,REPAIR WITH PARTS,09/01/23,12:15,40.0,40.0,1.0,Rico,43,2022,
3067844,Paypoint Network Limited - UK,STANLEY FOOD & WINE,L20 7BZ,TECH EXCHANGE,04/01/23,08:32,40.0,40.0,1.0,Rico,42,2022,
3058096,Lexmark Service Provider,Boots UK Limited,M8 5SR,REPAIR WITH PARTS,28/12/22,10:35,40.0,40.0,1.0,Rico,41,2022,
3057875,Paypoint Network Limited - UK,L1 MINI MARKET,L1 5EA,TECH EXCHANGE,28/12/22,08:51,40.0,40.0,1.0,Rico,41,2022,
3055962,Paypoint Network Limited - UK,SPAR,WA10 3HG,TECH EXCHANGE,26/12/22,11:54,45.0,45.0,1.0,Rico,41,2022,
3055873,Engineer Adjustments,Manchester depot m50 1de,,ENGINEER DAY RATE,25/12/22,09:00,50.0,50.0,1.0,Rico,41,2022,
3053946,Vista Retail Support Limited,WHITBREAD,SK8 3FE,TECH EXCHANGE,23/12/22,16:16,20.0,20.0,1.0,Rico,40,2022,
3053945,Vista Retail Support Limited,WHITBREAD,SK8 3FE,TECH EXCHANGE,23/12/22,16:16,17.5,17.5,1.0,Rico,40,2022,
3053800,Vista Retail Support Limited,NEXT,CW9 5LY,TECH EXCHANGE,23/12/22,14:14,20.0,20.0,1.0,Rico,40,2022,
3053792,Lexmark Service Provider,TESCO Stores Limited,M3 5EU,REPAIR WITH PARTS,23/12/22,12:55,69.9,69.9,1.0,Rico,40,2022,
3053291,CDW,THE ENTERTAINER,CW9 5LG,TECH EXCHANGE,24/12/22,09:00,15.0,15.0,1.0,Rico,40,2022,
3052048,Lexmark Service Provider,Boots UK Limited,L6 6AE,REPAIR WITH PARTS,22/12/22,14:05,60.0,60.0,1.0,Rico,40,2022,
3045017,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,SK6 2AA,TECH EXCHANGE,19/12/22,07:07,60.0,60.0,1.0,Rico,40,2022,
3043990,Lexmark Service Provider,Mitchells & Butlers Leisure Retail,CH4 9NG,REPAIR WITH PARTS,18/12/22,10:30,40.0,40.0,1.0,Rico,40,2022,
3041855,Lexmark Service Provider,TESCO Stores Limited,SK10 2AB,REPAIR WITH PARTS,16/12/22,11:15,50.0,50.0,1.0,Rico,39,2022,
3032824,Diebold Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,CW9 5LY,TECH EXCHANGE,12/12/22,08:00,15.0,15.0,1.0,Rico,39,2022,
3031293,Catalina Project NCR (IMA),WM MORRISON SUPERMARKETS PLC,M45 8QH,TECH EXCHANGE,10/12/22,15:38,22.5,22.5,1.0,Rico,39,2022,
3021084,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,L20 2BN,MANPOWER,05/12/22,12:15,34.0,34.0,1.0,Rico,38,2022,
3020935,Paypoint Network Limited - UK,BP LARKHILL S-STN,L13 0AR,TECH EXCHANGE,05/12/22,11:11,25.0,25.0,1.0,Rico,38,2022,
3018222,Fujitsu Services Limited - Vodafone - P2PE,Leigh,WN7 4LA,TECH EXCHANGE,03/12/22,08:00,20.0,20.0,1.0,Rico,37,2022,
